Journal Name,Publisher,Initial Link,ISSN,APC,Quartile,Scopus Status,Review Time
International Forum of Allergy & Rhinology,"WILEY International Forum of Allergy and RhinologyE-ISSN: 20426984Publisher: Wiley-Blackwell AMERICAN JOURNAL OF RHINOLOGY & ALLERGYE-ISSN: 1945-8932Publisher: SAGE PUBLICATIONS INC THERAPEUTIC ADVANCES IN ALLERGY AND RHINOLOGYE-ISSN: 2753-4030Publisher: SAGE PUBLICATIONS INC Allergy & RhinologyE-ISSN: 2152-6567Publisher: SAGE Publishing European Journal of Rhinology and AllergyE-ISSN: 2636-8072Publisher: AVES Allergy and RhinologyE-ISSN: 21526567Publisher: SAGE Publications Ltd American Journal of Rhinology & AllergyE-ISSN: 19458932Publisher: Oceanside Publications, Inc. Allergy & RhinologyE-ISSN: 2152-6567Publisher: SAGE Publications American Journal of Rhinology & AllergyE-ISSN: 1945-8932Publisher: SAGE Publications Allergy: European Journal of Allergy and Clinical ImmunologyE-ISSN: 13989995Publisher: Blackwell Publishing Inc. Allergy: European Journal of Allergy and Clinical Immunology, SupplementE-ISSN: Publisher: Blackwell Publishing Inc. Allergy, Asthma, and Clinical Immunology : Official Journal of the Canadian Society of Allergy and Clinical ImmunologyE-ISSN: 1710-1492Publisher: BioMed Central Swiss Medical Forum = Schweizerisches Medizin-ForumE-ISSN: 1424-4020Publisher: EMH Swiss Medical Publishers Ltd. Swiss Medical Forum = Forum Médical SuisseE-ISSN: 1661-6146Publisher: EMH Swiss Medical Publishers Ltd.Not getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://onlinelibrary.wiley.com/page/journal/20426984/homepage/fundedaccess.html,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Hearing Research,Wolters Kluwer Medknow Publications,https://www.elsevier.com/journals/hearing-research/0378-5955/open-access-options,"1463-1741, 1998-4030",Has APC (See https://journals.lww.com/nohe/Pages/informationforauthors.aspx),Q2,Indexed,Not Available
Ear and Hearing,Wolters Kluwer Health - Lippincott Williams Wilkins,https://journals.lww.com/ear-hearing/_layouts/15/1033/oaks.journals/subscriptionservices.aspx,2766-3604,Has APC (See https://edmgr.ovid.com/ono/accounts/ifauth.htm),Q1,Indexed,Not Available
Acta Neuropathologica,BMC,https://www.springer.com/journal/401/how-to-publish-with-us#Fees%20and%20Funding,2051-5960,Has APC (See https://actaneurocomms.biomedcentral.com/about),Q1,Indexed,Not Available
Archives of Pathology & Laboratory Medicine,"COLL AMER PATHOLOGISTS Archives of Pathology and Laboratory MedicineE-ISSN: Publisher: Taylor and Francis Ltd. PATHOLOGY AND LABORATORY MEDICINE INTERNATIONALE-ISSN: 1179-2698Publisher: DOVE MEDICAL PRESS LTD Pathology and Laboratory Medicine InternationalE-ISSN: 1179-2698Publisher: Dove Medical Press Pediatric Pathology and Laboratory MedicineE-ISSN: Publisher: Taylor & Francis Advances in clinical pathology : the official journal of Adriatic Society of PathologyE-ISSN: Publisher: Forum Societa Editrice Universitaria Udinese srl Journal of Clinical Pathology - Clinical Molecular PathologyE-ISSN: Publisher: BMJ Publishing Group Journal of Clinical Pathology - Clinical Molecular PathologyE-ISSN: Publisher: BMJ Publishing Group Virchows Archiv B Cell Pathology Including Molecular PathologyE-ISSN: Publisher: Springer Verlag Analytical Cellular Pathology : the Journal of the European Society for Analytical Cellular PathologyE-ISSN: 1878-3651Publisher: Hindawi Limited A.M.A. archives of pathologyE-ISSN: Publisher: American Medical Association Archives of pathologyE-ISSN: Publisher: American Medical Association Journal of Veterinary Medicine Series A: Physiology Pathology Clinical MedicineE-ISSN: 14390442Publisher: Blackwell Publishing Inc. ARCHIVES AND RECORDS-THE JOURNAL OF THE ARCHIVES AND RECORDS ASSOCIATIONE-ISSN: 2325-7989Publisher: ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD International Archives of the History of Ideas/Archives Internationales d'Histoire des IdeesE-ISSN: 22150307Publisher: Springer NetherlandsNot getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://meridian.allenpress.com/aplm/pages/Subscriptions,Not Available,Unknown,Not Available,Likely Indexed,Not Available
American Journal of Clinical Pathology,Oxford University Press,https://academic.oup.com/ajcp/pages/General_Instructions,Not Available,Unknown,Q1,Indexed,Not Available
Pathology,Golestan University of Medical Sciences,https://www.elsevier.com/journals/pathology/0031-3025/open-access-options,2538-4449,No APC (DOAJ),Q1,Indexed,Not Available
JAMA Psychiatry,American Medical Association,https://jamanetwork.com/journals/jamapsychiatry/pages/instructions-for-authors,Not Available,Unknown,Q1,Indexed,Not Available
Psychotherapy and Psychosomatics,S. Karger AG,https://www.karger.com/Journal/SubscriptionRates/223864,Not Available,Unknown,Q1,Indexed,Not Available
Asian Journal of Psychiatry,Western Sydney University,https://www.elsevier.com/journals/asian-journal-of-psychiatry/1876-2018/open-access-options,2652-9459,No APC (DOAJ),Q1,Indexed,Not Available
Molecular Psychiatry,BMC,https://www.nature.com/mp/open-access,2040-2392,Has APC (See https://molecularautism.biomedcentral.com/about),Q1,Indexed,Not Available
Journal Of The American Academy Of Child And Adolescent Psychiatry,Elsevier,https://www.elsevier.com/journals/journal-of-the-american-academy-of-child-and-adolescent-psychiatry/0890-8567/open-access-options,2949-7329,Has APC (See https://www.sciencedirect.com/journal/jaacap-open/publish/open-access-options),Q1,Indexed,Not Available
Biological Psychiatry,Cambridge University Press,https://www.elsevier.com/journals/biological-psychiatry/0006-3223/open-access-options,"0924-9338, 1778-3585",Has APC (See https://www.cambridge.org/core/journals/european-psychiatry/information/author-instructions/fees-and-pricing),Q1,Indexed,Not Available
Neuropsychology,Elsevier,https://www.karger.com/Journal/SubscriptionRates/224082,2215-0013,Has APC (See https://www.sciencedirect.com/journal/schizophrenia-research-cognition/publish/open-access-options),Q1,Indexed,Not Available
Psychiatry and Clinical Neurosciences,Elsevier,https://onlinelibrary.wiley.com/page/journal/14401819/homepage/fundedaccess.html,2215-0013,Has APC (See https://www.sciencedirect.com/journal/schizophrenia-research-cognition/publish/open-access-options),Q1,Indexed,Not Available
Psychiatry Research,University of Mohaghegh Ardabili,https://www.elsevier.com/journals/psychiatry-research/0165-1781/open-access-options,"2783-3208, 2783-221X",No APC (DOAJ),Q1,Indexed,Not Available
Psychological Medicine,Cambridge University Press,https://www.cambridge.org/core/journals/psychological-medicine/information/journal-policies/open-access-options,"0924-9338, 1778-3585",Has APC (See https://www.cambridge.org/core/journals/european-psychiatry/information/author-instructions/fees-and-pricing),Q1,Indexed,Not Available
Current Psychiatry Reports,"Current Science, Inc.",https://www.springer.com/journal/11920/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Q1,Indexed,Not Available
Epidemiology and Psychiatric Sciences,Cambridge University Press,https://www.cambridge.org/core/journals/epidemiology-and-psychiatric-sciences/information/journal-policies/open-access-options,"2045-7960, 2045-7979",Has APC (See https://www.cambridge.org/core/journals/epidemiology-and-psychiatric-sciences/information/author-instructions/fees-and-pricing),Q1,Indexed,8 weeks
Journal of Behavioral Addictions,Akadémiai Kiadó,https://akjournals.com/page/OpenAccessModels/open-access-models,2063-5303,Has APC (See https://akademiai.com/pb-assets/kiado/jba/JBA_GuidelinesforAuthors_2018_September.pdf),Q1,Indexed,20 weeks
Schizophrenia Bulletin,Oxford University Press,https://academic.oup.com/schizophreniabulletin/subscribe,2632-7899,Has APC (See https://academic.oup.com/schizbullopen/pages/General_Instructions#Open%20Access),Q1,Indexed,Not Available
Revista de Psiquiatria y Salud Mental,"Ediciones Doyma, S.L.",https://www.elsevier.es/en-revista-revista-psiquiatria-salud-mental-486-open-access,Not Available,Unknown,Not Available,Indexed,Not Available
Journal of Sport and Health Science,Universitas Negeri Malang,https://www.elsevier.com/journals/journal-of-sport-and-health-science/2095-2546/open-access-journal,2986-8831,No APC (DOAJ),Q1,Indexed,22 weeks
Exercise and Sport Sciences Reviews,Lippincott Williams and Wilkins Ltd.,https://edmgr.ovid.com/essr/accounts/ifauth.htm,Not Available,Unknown,Q1,Indexed,Not Available
Scandinavian Journal of Medicine & Science in Sports,"WILEY Scandinavian Journal of Medicine and Science in SportsE-ISSN: 16000838Publisher: Blackwell Publishing Inc. Scandinavian Journal of Sports SciencesE-ISSN: Publisher: Finnish Society for Research in Sport and Physical Education JOURNAL OF SPORTS SCIENCE AND MEDICINEE-ISSN: 1303-2968Publisher: JOURNAL SPORTS SCIENCE & MEDICINE MONTENEGRIN JOURNAL OF SPORTS SCIENCE AND MEDICINEE-ISSN: 1800-8763Publisher: MONTENEGRIN SPORTS ACAD Journal of Sports Science and MedicineE-ISSN: Publisher: University of Uludag Montenegrin Journal of Sports Science and MedicineE-ISSN: 1800-8763Publisher: Montenegrin Sports Academy Journal of Sports Science and MedicineE-ISSN: Publisher: Dept. of Sports Medicine, Medical Faculty of Uludag University Montenegrin Journal of Sports Science and MedicineE-ISSN: 18008763Publisher: Montenegrin Sports Academy Journal of Sports Science & MedicineE-ISSN: 1303-2968Publisher: Dept. of Sports Medicine, Medical Faculty of Uludag University BMC SPORTS SCIENCE MEDICINE AND REHABILITATIONE-ISSN: 2052-1847Publisher: BMC MEDICINE & SCIENCE IN SPORTS & EXERCISEE-ISSN: 1530-0315Publisher: LIPPINCOTT WILLIAMS & WILKINS BMC Sports Science, Medicine and RehabilitationE-ISSN: 2052-1847Publisher: BMC Sports Medicine and Health ScienceE-ISSN: 2666-3376Publisher: KeAi Communications Co., Ltd. BMC Sports Science, Medicine and RehabilitationE-ISSN: 20521847Publisher: BioMed CentralNot getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://onlinelibrary.wiley.com/page/journal/16000838/homepage/fundedaccess.html,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Journal of Science and Medicine in Sport,Termedia Publishing House,https://www.elsevier.com/journals/journal-of-science-and-medicine-in-sport/1440-2440/open-access-options,"0860-021X, 2083-1862",Has APC (See http://www.termedia.pl/Journal/Biology_of_Sport-78/For-authors),Q1,Indexed,Not Available
Journal of Strength and Conditioning Research,NSCA National Strength and Conditioning Association,https://edmgr.ovid.com/jscr/accounts/ifauth.htm,Not Available,Unknown,Q1,Indexed,Not Available
JAMA Surgery,American Medical Association,https://jamanetwork.com/journals/jamasurgery/pages/instructions-for-authors,Not Available,Unknown,Q1,Indexed,Not Available
Journal of The American College of Surgeons,Lippincott Williams and Wilkins,https://www.journals.elsevier.com/journal-of-the-american-college-of-surgeons,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Vascular Surgery,Elsevier,https://www.elsevier.com/journals/journal-of-vascular-surgery/0741-5214/open-access-options,2666-688X,Has APC (See https://www.sciencedirect.com/journal/ejves-vascular-forum/publish/open-access-options),Q1,Indexed,Not Available
European Urology,European Medical Journal,https://www.elsevier.com/journals/european-urology/0302-2838/open-access-options,2053-4248,Free (MU Directory),Q1,Indexed,Not Available
Kidney International,Wiley,https://www.elsevier.com/journals/kidney-international/0085-2538/open-access-options,"2090-214X, 2090-2158",Has APC (See https://onlinelibrary.wiley.com/page/journal/5974/homepage/open-access),Q1,Indexed,Not Available
European Urology Focus,Elsevier B.V.,https://www.elsevier.com/journals/european-urology-focus/2405-4569/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Sexual Medicine Reviews,Oxford University Press,https://www.elsevier.com/journals/sexual-medicine-reviews/2050-0521/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Minerva Urology and Nephrology,Edizioni Minerva Medica S.p.A.,https://www.minervamedica.it/en/journals/minerva-urology-nephrology/publishing_options.php,Not Available,Unknown,Q1,Indexed,Not Available
Seminars in Nephrology,W.B. Saunders,https://www.elsevier.com/journals/seminars-in-nephrology/0270-9295/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Progress in Lipid Research,Elsevier Ltd,https://www.elsevier.com/journals/progress-in-lipid-research/0163-7827/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Annual Review of Nutrition,Annual,https://www.annualreviews.org/page/subscriptions/general-information,Not Available,Unknown,Q1,Indexed,Not Available
Food Chemistry,Kemerovo State University,https://www.elsevier.com/journals/food-chemistry/0308-8146/open-access-options,"2308-4057, 2310-9599",Has APC (See https://jfrm.ru/en/about/),Q1,Indexed,Not Available
Nutrition Research Reviews,Cambridge University Press,https://www.cambridge.org/core/journals/nutrition-research-reviews/information/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Current Obesity Reports,Springer,https://www.springer.com/journal/13679/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Q1,Indexed,Not Available
Nutrition Reviews,Oxford University Press,https://academic.oup.com/nutritionreviews/subscribe,Not Available,Unknown,Q1,Indexed,Not Available
Annual Review Of Public Health,Annual,https://www.annualreviews.org/journal/publhealth,Not Available,Unknown,Q1,Indexed,Not Available
Bulletin Of The World Health Organization,The World Health Organization,https://www.who.int/publications/journals/bulletin,"0042-9686, 1564-0604",No APC (DOAJ),Q1,Indexed,32 weeks
Environmental Health Perspectives,The National Institute of Environmental Health Sciences (NIEHS),https://ehp.niehs.nih.gov/,0091-6765,No APC (DOAJ),Q1,Indexed,24 weeks
Annals Of Epidemiology,Wiley,https://www.elsevier.com/journals/annals-of-epidemiology/1047-2797/open-access-options,2831-3267,Has APC (See https://onlinelibrary.wiley.com/page/journal/28313267/homepage/article-publication-charges.html),Q1,Indexed,Not Available
Health Reports,"Oswaldo Cruz Foundation, Health Law Program",https://www150.statcan.gc.ca/n1/pub/82-003-x/ahr-ars-eng.htm,"2317-8396, 2358-1824",No APC (DOAJ),Q1,Indexed,Not Available
Palliative Medicine,Ukranian Society of Regional Anaesthesia and Pain Medicine,https://journals.sagepub.com/home/pmj,"2414-3812, 2519-2752",No APC (DOAJ),Q1,Indexed,Not Available
Radiology,"Luchevaya Diagnostika, LLC",https://pubs.rsna.org/journal/radiology,"0042-4676, 2619-0478",No APC (DOAJ),Q1,Indexed,Not Available
Ieee Transactions On Medical Imaging,Institute of Electrical and Electronics Engineers Inc.,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=42,Not Available,Unknown,Q1,Indexed,Not Available
European Journal Of Nuclear Medicine And Molecular Imaging,SpringerOpen,https://www.springer.com/journal/259,2191-219X,Has APC (See https://ejnmmires.springeropen.com/about),Q1,Indexed,Not Available
Neuroimage,Elsevier,https://www.sciencedirect.com/journal/neuroimage,"1053-8119, 1095-9572",Has APC (See https://www.sciencedirect.com/journal/neuroimage/publish/open-access-options),Q1,Indexed,25 weeks
Diagnostic And Interventional Imaging,Elsevier,https://www.sciencedirect.com/journal/diagnostic-and-interventional-imaging,1930-0433,Has APC (See https://www.sciencedirect.com/journal/radiology-case-reports/publish/open-access-options),Q1,Indexed,Not Available
